artist,style,canonical_subgenres,confidence,status,country,city,stage,booking,official_names,evidence_tags,source_note,source_urls,social_discovery_links
NIA,hard_trance,bounce / hard trance / eurodance rave,medium_low,needs_review,,,BOUNCE TEMPLE,NIA B2B KARISH,NIA,,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=NIA&type=artist&method=indexed;https://www.beatport.com/search?q=NIA;https://www.discogs.com/search/?q=NIA&type=all;https://soundcloud.com/search?q=NIA;https://www.youtube.com/results?search_query=NIA
Nico Moreno,hard_techno,hard techno / industrial techno,high,published,International,,TECHNO CASTLE,NICO MORENO B2B NOVAH,NICO MORENO,industrial techno,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: industrial techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/82f2714c-f532-482a-859a-5b170901f9e9,https://musicbrainz.org/search?query=Nico%20Moreno&type=artist&method=indexed;https://www.beatport.com/search?q=Nico%20Moreno;https://www.discogs.com/search/?q=Nico%20Moreno&type=all;https://soundcloud.com/search?q=Nico%20Moreno;https://www.youtube.com/results?search_query=Nico%20Moreno
Nicolas Julian,hard_trance,hard trance / hard techno / rave,medium_high,published,,,BOUNCE TEMPLE; TECHNO CASTLE; WARM-UP PARTY,NICOLAS JULIAN; NICOLAS JULIAN B2B NOTMYTYPE (BOUNCE SET); NICOLAS JULIAN F2F NEGITIV,NICOLAS JULIAN,,curated_known_artist_or_scene_source; stages: BOUNCE TEMPLE; TECHNO CASTLE; WARM-UP PARTY. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Nicolas%20Julian&type=artist&method=indexed;https://www.beatport.com/search?q=Nicolas%20Julian;https://www.discogs.com/search/?q=Nicolas%20Julian&type=all;https://soundcloud.com/search?q=Nicolas%20Julian;https://www.youtube.com/results?search_query=Nicolas%20Julian
Nikolina,hard_techno,hard techno / techno,medium_high,published,,,SLEEPLESS,NIKOLINA,NIKOLINA,,curated_known_artist_or_scene_source; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Nikolina&type=artist&method=indexed;https://www.beatport.com/search?q=Nikolina;https://www.discogs.com/search/?q=Nikolina&type=all;https://soundcloud.com/search?q=Nikolina;https://www.youtube.com/results?search_query=Nikolina
NIOTECH,hard_techno,hard techno,high,published,,,RAGE CAGE; SLEEPLESS,IGDA B2B NIOTECH; NIOTECH,NIOTECH,acid techno; hard techno,"musicbrainz_artist_tags; stages: RAGE CAGE; SLEEPLESS. MusicBrainz tags/disambiguation matched: acid techno, hard techno. Official HIVE Rage Cage stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/bef3aef9-26e4-4e0b-9a07-1594217ada05,https://musicbrainz.org/search?query=NIOTECH&type=artist&method=indexed;https://www.beatport.com/search?q=NIOTECH;https://www.discogs.com/search/?q=NIOTECH&type=all;https://soundcloud.com/search?q=NIOTECH;https://www.youtube.com/results?search_query=NIOTECH
NNAMAEL,techno,techno / hardgroove techno,medium_high,published,,,JUNKYARD,NNAMAEL,NNAMAEL,,curated_known_artist_or_scene_source; stages: JUNKYARD. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=NNAMAEL&type=artist&method=indexed;https://www.beatport.com/search?q=NNAMAEL;https://www.discogs.com/search/?q=NNAMAEL&type=all;https://soundcloud.com/search?q=NNAMAEL;https://www.youtube.com/results?search_query=NNAMAEL
Noise Mafia,hard_trance,bounce / hard trance / rave,medium_high,published,,,BOUNCE TEMPLE,NOISE MAFIA B2B YASMIN REGISFORD,NOISE MAFIA,,curated_known_artist_or_scene_source; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Noise%20Mafia&type=artist&method=indexed;https://www.beatport.com/search?q=Noise%20Mafia;https://www.discogs.com/search/?q=Noise%20Mafia&type=all;https://soundcloud.com/search?q=Noise%20Mafia;https://www.youtube.com/results?search_query=Noise%20Mafia
NOISE NOT WAR,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,NOISE NOT WAR B2B N8SCHICHT (LIVE),NOISE NOT WAR,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=NOISE%20NOT%20WAR&type=artist&method=indexed;https://www.beatport.com/search?q=NOISE%20NOT%20WAR;https://www.discogs.com/search/?q=NOISE%20NOT%20WAR&type=all;https://soundcloud.com/search?q=NOISE%20NOT%20WAR;https://www.youtube.com/results?search_query=NOISE%20NOT%20WAR
NOTMYTYPE,hard_techno,hard techno,high,published,,,BOUNCE TEMPLE; TECHNO CASTLE; WARM-UP PARTY,NICOLAS JULIAN B2B NOTMYTYPE (BOUNCE SET); NOTMYTYPE; NOTMYTYPE F2F CHARLIE SPARKS,NOTMYTYPE,hard techno,musicbrainz_artist_tags; stages: BOUNCE TEMPLE; TECHNO CASTLE; WARM-UP PARTY. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/fc794f37-91e7-46fc-94a8-1fa09c1ed7c4,https://musicbrainz.org/search?query=NOTMYTYPE&type=artist&method=indexed;https://www.beatport.com/search?q=NOTMYTYPE;https://www.discogs.com/search/?q=NOTMYTYPE&type=all;https://soundcloud.com/search?q=NOTMYTYPE;https://www.youtube.com/results?search_query=NOTMYTYPE
Novah,hard_techno,hard techno / rave techno,medium_high,published,,,TECHNO CASTLE,NICO MORENO B2B NOVAH,NOVAH,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Novah&type=artist&method=indexed;https://www.beatport.com/search?q=Novah;https://www.discogs.com/search/?q=Novah&type=all;https://soundcloud.com/search?q=Novah;https://www.youtube.com/results?search_query=Novah
NURE,hard_techno,hard techno / acid techno / hard trance,medium,published,,,SLEEPLESS,RUBIØ B2B NURE,NURE,,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=NURE&type=artist&method=indexed;https://www.beatport.com/search?q=NURE;https://www.discogs.com/search/?q=NURE&type=all;https://soundcloud.com/search?q=NURE;https://www.youtube.com/results?search_query=NURE
O.B.I.,schranz,schranz / hard techno,high,published,International,,RAGE CAGE,O.B.I.,O.B.I.,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/;https://www.discogs.com/search/?q=schranz&type=all,https://musicbrainz.org/search?query=O.B.I.&type=artist&method=indexed;https://www.beatport.com/search?q=O.B.I.;https://www.discogs.com/search/?q=O.B.I.&type=all;https://soundcloud.com/search?q=O.B.I.;https://www.youtube.com/results?search_query=O.B.I.
Obscure Shape,techno,techno / hard techno,high,published,,,SLEEPLESS,TRIPTYKH B2B OBSCURE SHAPE,OBSCURE SHAPE,,curated_known_artist_or_scene_source; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Obscure%20Shape&type=artist&method=indexed;https://www.beatport.com/search?q=Obscure%20Shape;https://www.discogs.com/search/?q=Obscure%20Shape&type=all;https://soundcloud.com/search?q=Obscure%20Shape;https://www.youtube.com/results?search_query=Obscure%20Shape
OGUZ,hard_techno,hard techno / rave techno,high,published,Netherlands,,TECHNO CASTLE,OGUZ B2B SANTØS,OGUZ,,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=OGUZ&type=artist&method=indexed;https://www.beatport.com/search?q=OGUZ;https://www.discogs.com/search/?q=OGUZ&type=all;https://soundcloud.com/search?q=OGUZ;https://www.youtube.com/results?search_query=OGUZ
OLLIE LISHMAN,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH,MIJA B2B OLLIE LISHMAN,OLLIE LISHMAN,,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=OLLIE%20LISHMAN&type=artist&method=indexed;https://www.beatport.com/search?q=OLLIE%20LISHMAN;https://www.discogs.com/search/?q=OLLIE%20LISHMAN&type=all;https://soundcloud.com/search?q=OLLIE%20LISHMAN;https://www.youtube.com/results?search_query=OLLIE%20LISHMAN
OMAKS,hard_techno,hard techno / industrial techno,medium_high,published,,,RAGE CAGE,OMAKS,OMAKS,,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=OMAKS&type=artist&method=indexed;https://www.beatport.com/search?q=OMAKS;https://www.discogs.com/search/?q=OMAKS&type=all;https://soundcloud.com/search?q=OMAKS;https://www.youtube.com/results?search_query=OMAKS
Omiki,psy_comercial,festival psytrance / psytrance,high,published,Israel,,PSY LAGOON,OMIKI,OMIKI,psytrance; trance,"curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psytrance, trance. Official HIVE Psy Lagoon stage context.",https://www.hive-festival.de/;https://musicbrainz.org/artist/fa6ce5aa-14e8-4dc3-bd41-a56ed7708b75,https://musicbrainz.org/search?query=Omiki&type=artist&method=indexed;https://www.beatport.com/search?q=Omiki;https://www.discogs.com/search/?q=Omiki&type=all;https://soundcloud.com/search?q=Omiki;https://www.youtube.com/results?search_query=Omiki
Onlynumbers,hard_techno,hard techno / industrial techno,high,published,,,TECHNO CASTLE,ONLYNUMBERS,ONLYNUMBERS,hard techno,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: hard techno. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/fc8d1ade-02c8-4ed3-b904-a3198dcaaa6d,https://musicbrainz.org/search?query=Onlynumbers&type=artist&method=indexed;https://www.beatport.com/search?q=Onlynumbers;https://www.discogs.com/search/?q=Onlynumbers&type=all;https://soundcloud.com/search?q=Onlynumbers;https://www.youtube.com/results?search_query=Onlynumbers
ORNELLA,hard_techno,hard techno / industrial techno / schranz,medium,published,,,TECHNO CASTLE,AIDEN B2B ORNELLA,ORNELLA,,official_hive_stage_context; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=ORNELLA&type=artist&method=indexed;https://www.beatport.com/search?q=ORNELLA;https://www.discogs.com/search/?q=ORNELLA&type=all;https://soundcloud.com/search?q=ORNELLA;https://www.youtube.com/results?search_query=ORNELLA
ØTTA,hard_techno,hard techno / industrial techno,medium_high,published,,,GROOVE BEACH,SPFDJ B2B ØTTA,ØTTA,,curated_known_artist_or_scene_source; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=%C3%98TTA&type=artist&method=indexed;https://www.beatport.com/search?q=%C3%98TTA;https://www.discogs.com/search/?q=%C3%98TTA&type=all;https://soundcloud.com/search?q=%C3%98TTA;https://www.youtube.com/results?search_query=%C3%98TTA
Panteros666,tech_trance,tech trance / trance / rave,medium_high,published,,,SLEEPLESS,PANTEROS666,PANTEROS666,trance,curated_known_artist_or_scene_source; stages: SLEEPLESS. MusicBrainz tags/disambiguation matched: trance. Official HIVE Sleepless stage context.,https://www.hive-festival.de/;https://musicbrainz.org/artist/e5eec9a6-9193-4096-875a-bcbc47bc8fe9,https://musicbrainz.org/search?query=Panteros666&type=artist&method=indexed;https://www.beatport.com/search?q=Panteros666;https://www.discogs.com/search/?q=Panteros666&type=all;https://soundcloud.com/search?q=Panteros666;https://www.youtube.com/results?search_query=Panteros666
PARAÇEK,hard_trance,trance / hard trance / neo-rave,medium_high,published,,,GROOVE BEACH; WARM-UP PARTY,PARAÇEK; PARAÇEK F2F DJ DRECKISCH,PARAÇEK,,curated_known_artist_or_scene_source; stages: GROOVE BEACH; WARM-UP PARTY. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PARA%C3%87EK&type=artist&method=indexed;https://www.beatport.com/search?q=PARA%C3%87EK;https://www.discogs.com/search/?q=PARA%C3%87EK&type=all;https://soundcloud.com/search?q=PARA%C3%87EK;https://www.youtube.com/results?search_query=PARA%C3%87EK
Part Time Killer,hard_trance,hard trance / rave,medium_high,published,,,GROOVE BEACH; TECHNO CASTLE,PART TIME KILLER; PRADA2000 B2B PART TIME KILLER,PART TIME KILLER,,curated_known_artist_or_scene_source; stages: GROOVE BEACH; TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Part%20Time%20Killer&type=artist&method=indexed;https://www.beatport.com/search?q=Part%20Time%20Killer;https://www.discogs.com/search/?q=Part%20Time%20Killer&type=all;https://soundcloud.com/search?q=Part%20Time%20Killer;https://www.youtube.com/results?search_query=Part%20Time%20Killer
PAUL WOLF,hardcore,hard dance / hardcore / rawstyle,medium,published,,,RAGE CAGE,PAUL WOLF,PAUL WOLF,,official_hive_stage_context; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PAUL%20WOLF&type=artist&method=indexed;https://www.beatport.com/search?q=PAUL%20WOLF;https://www.discogs.com/search/?q=PAUL%20WOLF&type=all;https://soundcloud.com/search?q=PAUL%20WOLF;https://www.youtube.com/results?search_query=PAUL%20WOLF
Paula Cazenave,techno,techno / hard techno,high,published,,,JUNKYARD,PAULA CAZENAVE,PAULA CAZENAVE,,curated_known_artist_or_scene_source; stages: JUNKYARD. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Paula%20Cazenave&type=artist&method=indexed;https://www.beatport.com/search?q=Paula%20Cazenave;https://www.discogs.com/search/?q=Paula%20Cazenave&type=all;https://soundcloud.com/search?q=Paula%20Cazenave;https://www.youtube.com/results?search_query=Paula%20Cazenave
Pawlowski,tech_trance,tech trance / techno / rave,medium_high,published,,,GROOVE BEACH,PAWLOWSKI,PAWLOWSKI,,curated_known_artist_or_scene_source; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Pawlowski&type=artist&method=indexed;https://www.beatport.com/search?q=Pawlowski;https://www.discogs.com/search/?q=Pawlowski&type=all;https://soundcloud.com/search?q=Pawlowski;https://www.youtube.com/results?search_query=Pawlowski
Pegassi,tech_trance,tech trance / trance / eurodance rave,medium_high,published,,,GROOVE BEACH; WARM-UP PARTY,ADRIÁN MILLS F2F PEGASSI; PEGASSI,PEGASSI,,curated_known_artist_or_scene_source; stages: GROOVE BEACH; WARM-UP PARTY. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Pegassi&type=artist&method=indexed;https://www.beatport.com/search?q=Pegassi;https://www.discogs.com/search/?q=Pegassi&type=all;https://soundcloud.com/search?q=Pegassi;https://www.youtube.com/results?search_query=Pegassi
PERKINS,psytrance,psytrance,medium_high,published,,,PSY LAGOON,PERKINS,PERKINS,,official_hive_stage_context; stages: PSY LAGOON. Official HIVE Psy Lagoon stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PERKINS&type=artist&method=indexed;https://www.beatport.com/search?q=PERKINS;https://www.discogs.com/search/?q=PERKINS&type=all;https://soundcloud.com/search?q=PERKINS;https://www.youtube.com/results?search_query=PERKINS
PETERBLUE,hard_trance,neo-rave / hard trance / eurodance trance,medium_low,needs_review,,,GROOVE BEACH,PETERBLUE,PETERBLUE,,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PETERBLUE&type=artist&method=indexed;https://www.beatport.com/search?q=PETERBLUE;https://www.discogs.com/search/?q=PETERBLUE&type=all;https://soundcloud.com/search?q=PETERBLUE;https://www.youtube.com/results?search_query=PETERBLUE
Philippa Pacho,techno,techno / hardgroove techno,high,published,,,JUNKYARD,PHILIPPA PACHO,PHILIPPA PACHO,,curated_known_artist_or_scene_source; stages: JUNKYARD. Official HIVE Junkyard stage context.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=Philippa%20Pacho&type=artist&method=indexed;https://www.beatport.com/search?q=Philippa%20Pacho;https://www.discogs.com/search/?q=Philippa%20Pacho&type=all;https://soundcloud.com/search?q=Philippa%20Pacho;https://www.youtube.com/results?search_query=Philippa%20Pacho
PIERRE VICE,disco_house,disco house / house / electro,medium_low,needs_review,,,DISCO FOREST,PIERRE VICE,PIERRE VICE,,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://www.hive-festival.de/,https://musicbrainz.org/search?query=PIERRE%20VICE&type=artist&method=indexed;https://www.beatport.com/search?q=PIERRE%20VICE;https://www.discogs.com/search/?q=PIERRE%20VICE&type=all;https://soundcloud.com/search?q=PIERRE%20VICE;https://www.youtube.com/results?search_query=PIERRE%20VICE
